SpeciesID,howComm,Genus,Species,FBname,direction
Fis-52346,43.58,Woodsia,nonsuchae,Bigeye lightfish,lost
Fis-52942,43.02,Lestidiops,indopacifica,Indo-Pacific barracudina,lost
Fis-52739,41.14,Eustomias,ioani,NA,lost
W-Bra-183339,41.06,Pelagodiscus,atlanticus,NA,lost
Fis-149908,41,Eustomias,cryptobulbus,Hiddenbulb dragonfish,lost
Fis-23199,40.71,Odontaspis,noronhai,Bigeye sand tiger shark,lost
Fis-139599,39.29,Nannobrachium,idostigma,NA,lost
Fis-50455,39.24,Dysalotus,oligoscolus,NA,lost
Fis-31242,38.91,Scopelengys,tristis,Pacific blackchin,lost
Fis-34639,38.91,Serrivomer,sector,Sawtooth eel,lost
Fis-144660,38.83,Eustomias,bimargaritoides,NA,lost
Fis-50466,36.52,Kali,macrura,NA,lost
Fis-31254,36.3,Stomias,atriventer,Black-belly dragonfish,lost
Fis-31577,36.3,Megachasma,pelagios,Megamouth shark,lost
Fis-159076,35.8,Aulotrachichthys,prosthemius,West Pacific luminous roughy,lost
Fis-47542,35.06,Astronesthes,fedorovi,NA,lost
ITS-551544,34.73,Gennadas,incertus,NA,lost
Fis-34812,33.63,Eustomias,macrurus,Yellowstem dragonfish,lost
Fis-24386,33.19,Triphoturus,mexicanus,Mexican lampfish,lost
Fis-33748,32.86,Asquamiceps,velaris,Fanfin smooth-head,lost
Fis-28436,32.51,Pterycombus,petersii,Prickly fanfish,lost
SLB-69383,31.51,Chlamys,lowei,NA,lost
W-Msc-344560,31.51,Costentalina,pacifica,NA,lost
ITS-Mam-180526,30.56,Balaenoptera,borealis,sei whale,lost
Fis-50127,30.18,Diaphus,parri,Parr's lanternfish,lost
Fis-24539,30.12,Desmodema,polystictum,Polka-dot ribbonfish,lost
Fis-31237,29.990000000000002,Ectreposebastes,imus,Midwater scorpionfish,lost
Fis-28451,29.37,Decapterus,muroadsi,Amberstripe scad,lost
Fis-62376,29.37,Vinciguerria,lucetia,Panama lightfish,lost
Fis-142431,29.080000000000002,Bathophilus,altipinnis,NA,lost
ITS-551539,29.08,Benthesicymus,urinator,NA,lost
Fis-31243,29.04,Exocoetus,monocirrhus,Barbel flyingfish,lost
Fis-32360,28.93,Bathypterois,atricolor,Attenuated spider fish,lost
Fis-34710,28.61,Idiacanthus,antrostomus,Pacific blackdragon,lost
ITS-Mam-180429,28.55,Stenella,longirostris,spinner dolphin,lost
Fis-26352,27.06,Rouleina,attrita,Softskin smooth-head,lost
Fis-28949,27.03,Hirundichthys,marginatus,Banded flyingfish,lost
Fis-161725,26.68,Pseudoscopelus,lavenbergi,NA,lost
Fis-24609,26.68,Eumecichthys,fiski,Unicorn crestfish,lost
Fis-24929,26.68,Remora,australis,Whalesucker,lost
Fis-50433,26.68,Danaphryne,nigrifilis,NA,lost
Fis-139522,26,Lestidiops,neles,NA,lost
SLB-88247,24.72,Phascolosoma,scolops,NA,lost
Fis-132477,24.52,Gonichthys,tenuiculus,Slendertail lanternfish,lost
ITS-Mam-180528,24,Balaenoptera,musculus,blue whale,lost
Fis-138067,23.78,Brotulotaenia,nielseni,NA,lost
ITS-95944,23.48,Sergia,gardineri,NA,lost
Fis-139548,22.7,Evermannella,ahlstromi,NA,lost
W-Msc-394304,22.27,Haumea,rehderi,NA,lost
Fis-50089,20.84,Diaphus,jenseni,Jensen's lanternfish,lost
Fis-131936,20.36,Bassozetus,zenkevitchi,NA,lost
SLB-66423,20.29,Ophiomusium,glabrum,NA,lost
W-Iso-260505,19.990000000000002,Haplomunna,hubbsi,NA,lost
W-Pyc-134663,19.8,Colossendeis,colossea,NA,lost
Fis-115865,19.28,Scopelarchoides,nicholsi,NA,lost
W-Msc-140115,19.21,Histioteuthis,meleagroteuthis,pearly jewel squid,lost
Fis-137600,19.15,Gyrinomimus,bruuni,NA,lost
Fis-52159,18.92,Chiasmodon,subniger,NA,lost
Fis-24003,18.82,Diogenichthys,laternatus,Diogenes lanternfish,lost
W-Cop-348895,18.39,Aphotopontius,limatulus,NA,lost
Fis-49079,18.35,Lophodolos,acanthognathus,Whalehead dreamer,lost
Fis-23273,18.16,Sphyrna,lewini,Scalloped hammerhead,lost
Fis-26350,18.15,Histiobranchus,bathybius,Deep-water arrowtooth eel,lost
Fis-28920,18.14,Platybelone,argalus pterura,Baja California keeltail needlefish,lost
ITS-Mam-180457,18.09,Grampus,griseus,Risso's dolphin,lost
Fis-57913,18.06,Oxyporhamphus,micropterus,Bigwing halfbeak,lost
ITS-Mam-180426,17.97,Tursiops,truncatus,bottlenose dolphin,lost
Fis-149461,17.92,Nannobrachium,gibbsi,NA,lost
Fis-118742,17.89,Tylosurus,fodiator,Mexican needlefish,lost
Fis-124204,17.89,Benthosema,panamense,Panama lanternfish,lost
Fis-35242,17.45,Melamphaes,acanthomus,Slender bigscale,lost
W-Msc-394383,17.34,Nodipecten,subnodosus,giant lions-paw,lost
Fis-23899,17.23,Alopias,vulpinus,Thresher,lost
Fis-134168,17.08,Melamphaes,macrocephalus,NA,lost
Fis-132010,16.83,Bathyonus,caudalis,NA,lost
W-Pol-329926,16.43,Protis,hydrothermica,NA,lost
W-Ech-513527,16.33,Salenocidaris,miliaris,NA,lost
Fis-114098,16.02,Bathophilus,filifer,Sparing,lost
ITS-Mam-180469,15.81,Orcinus,orca,killer whale,lost
Fis-149523,15.620000000000001,Avocettina,bowersii,NA,lost
W-Pyc-134667,14.62,Colossendeis,minor,NA,lost
W-Oph-238166,14.58,Spinophiura,jolliveti,NA,lost
W-Msc-449998,14.34,Peltospira,operculata,NA,lost
SLB-199242,14.32,Amphioplus,daleus,NA,lost
Fis-23061,14.23,Carcharhinus,longimanus,Oceanic whitetip shark,lost
SLB-190316,14.05,Oplophorus,typus,NA,lost
Fis-50427,13.95,Chaenophryne,ramifera,NA,lost
W-Bch-440289,13.82,Bythograea,thermydron,NA,lost
ITS-98012,13.37,Munidopsis,albatrossae,Albatross squat lobster,lost
SLB-30297,13.19,Pallenopsis,californica,NA,lost
W-Msc-449951,12.99,Cyathermia,naticoides,NA,lost
Fis-139681,12.760000000000002,Oneirodes,macronema,NA,lost
Fis-30986,12.55,Myctophum,aurolaternatum,Golden lanternfish,lost
Fis-23639,12.33,Mola,mola,Ocean sunfish,lost
W-Msc-449991,12.05,Nodopelta,heminoda,NA,lost
Fis-127725,11.8,Tylosurus,pacificus,Pacific agujon needlefish,lost
Fis-140178,11.8,Borophryne,apogon,Netdevil,lost
SLB-119637,11.62,Munidopsis,lentigo,NA,lost
W-Msc-464366,11.58,Calyptogena,magnifica,NA,lost
W-Msc-449949,11.47,Clypeosectus,delectus,NA,lost
Fis-170414,11.41,Kyphosus,ocyurus,Bluestriped chub,lost
Fis-35982,11.36,Rhamphocetichthys,savagei,Savage's birdsnouted whalefish,lost
W-Cop-348896,10.85,Aphotopontius,mammillatus,NA,lost
Fis-23185,10.68,Maurolicus,muelleri,Silvery lightfish,lost
ITS-551983,10.48,Hymenopenaeus,doris,NA,lost
Fis-27531,10.42,Cubiceps,capensis,Cape fathead,lost
ITS-Mam-180524,10.35,Balaenoptera,acutorostrata,northern minke whale,lost
Fis-50418,9.52,Chaenophryne,longiceps,Can-opener smoothdream,lost
Fis-62571,9.26,Brephostoma,carpenteri,NA,lost
SLB-120057,8.78,Galacantha,rostrata,NA,lost
W-Pol-129898,8.61,Notomastus,latericeus,bristleworms nei,lost
W-Cop-355918,8.34,Stygiopontius,hispidulus,NA,lost
Fis-150167,8.2,Regalecus,russelii,Oarfifsh,lost
Fis-30096,8.2,Hemiramphus,saltator,Longfin halfbeak,lost
W-Pol-131153,8.16,Prionospio,cirrifera,NA,lost
Fis-52571,7.71,Holcomycteronus,digittatus,NA,lost
Fis-52940,7.58,Lestidiops,sphyraenopsis,NA,lost
Fis-27245,6.69,Spectrunculus,grandis,Pudgy cuskeel,lost
PBD-275223,6.65,Oncopagurus,minutus,NA,lost
ITS-97020,6.33,Plesionika,martia,golden shrimp,lost
Fis-23882,6.15,Uraspis,secunda,Cottonmouth jack,lost
Fis-61628,6.05,Zameus,squamulosus,Velvet dogfish,lost
W-Pol-129784,5.74,Amphicteis,gunneri,Gunner's amphatretid worm,lost
SLB-12493,5.55,Sergia,creber,NA,lost
Fis-20033,5.4,Pteroplatytrygon,violacea,Pelagic stingray,lost
ITS-96064,5.3100000000000005,Aristeus,semidentatus,smooth red shrimp,lost
W-Msc-181382,5.28,Ommastrephes,bartramii,neon flying squid,lost
ITS-551691,5.22,Metapenaeopsis,kishinouyei,insular velvet shrimp,lost
W-Hyd-135440,5.16,Lensia,subtiloides,NA,lost
W-Scy-135311,5.16,Stygiomedusa,gigantea,NA,lost
SLB-66452,5.15,Ophiura,irrorata,NA,lost
Fis-159261,5.09,Halieutopsis,margaretae,NA,lost
ITS-620919,5.05,Hymenopenaeus,equalis,veiled shrimp,lost
W-Msc-394300,5.01,Haumea,minuta,NA,lost
Fis-31568,4.890000000000001,Alopias,pelagicus,Pelagic thresher,lost
Fis-23054,4.86,Carcharhinus,falciformis,Silky shark,lost
Fis-144330,4.8,Aphanopus,arigato,Pacific black scabbardfish,lost
W-Msc-342313,4.55,Eucleoteuthis,luminosa,luminous flying squid,lost
SLB-173556,4.54,Stereomastis,auriculata,NA,lost
SLB-190075,4.49,Icelopagurus,crosnieri,NA,lost
W-Bra-235604,4.49,Frenulina,sanguinolenta,NA,lost
ITS-551718,4.48,Sicyonia,inflexa,NA,lost
SLB-111129,4.42,Hesione,pantherina,leopard worm,lost
W-Hyd-117970,4.38,Modeeria,rotunda,NA,lost
W-Hyd-117606,4.33,Halecium,tenellum,NA,lost
Fis-149527,4.32,Dibranchus,spongiosa,NA,lost
SLB-169842,4.25,Ophiothrix,purpurea,purple brittle star,lost
W-Cha-370469,4.24,Decipisagitta,decipiens,NA,lost
W-Hyd-117856,4.18,Crossota,rufobrunnea,NA,lost
W-Hyd-117854,4.17,Colobonema,sericeum,silky medusa,lost
W-Pol-130460,4.16,Diopatra,neapolitana,solitary tube worm,lost
W-Bch-440471,4.01,Ethusina,microspina,NA,lost
SLB-156238,3.98,Metaverruca,halotheca,NA,lost
SLB-119657,3.87,Cyanagraea,preadator,NA,lost
W-Hyd-117538,3.8,Eudendrium,album,white stickhydroid,lost
W-Pol-130603,3.7800000000000002,Pholoe,minuta,NA,lost
W-Pol-131128,3.77,Laonice,cirrata,NA,lost
SLB-12251,3.76,Portunus,longispinosus,NA,lost
Fis-31549,3.75,Scorpaenodes,varipinnis,Blotchfin scorpionfish,lost
ITS-659916,3.75,Alpheus,hailstonei,NA,lost
ITS-682593,3.75,Oratosquilla,fabricii,NA,lost
SLB-62184,3.75,Trochocyathus,rhombocolumna,NA,lost
W-Asc-103926,3.75,Styela,canopus,rough sea tunicate,lost
W-Bch-208849,3.75,Thalamita,admete,NA,lost
W-Bch-208852,3.75,Thalamita,picta,NA,lost
W-Cha-105428,3.75,Krohnitta,pacifica,NA,lost
W-Msc-341813,3.75,Leachia,dislocata,NA,lost
W-Pol-130246,3.75,Lumbrineris,inflata,NA,lost
W-Cha-105437,3.74,Mesosagitta,minima,NA,lost
W-Msc-492826,3.74,Sinezona,plicata,NA,lost
W-Msc-473110,3.73,Cerithium,ophioderma,NA,lost
Fis-166693,3.7199999999999998,Antennatus,duescus,Side-jet frogfish,lost
Fis-23044,3.7199999999999998,Carcharhinus,albimarginatus,Silvertip shark,lost
Fis-29584,3.7199999999999998,Acanthurus,xanthopterus,Yellowfin surgeonfish,lost
SLB-156239,3.7199999999999998,Metaverruca,sculpta,NA,lost
W-Bch-440119,3.7199999999999998,Tumidodromia,dormia,common sponge crab,lost
W-Bch-442899,3.7199999999999998,Thalamita,macropus,NA,lost
W-Hyd-117567,3.7199999999999998,Geryonia,proboscidalis,NA,lost
W-Hyd-117778,3.7199999999999998,Amphinema,dinema,NA,lost
W-Msc-511650,3.7199999999999998,Zafrona,isomella,NA,lost
Fis-28946,3.6900000000000004,Cheilopogon,xenopterus,Whitetip flyingfish,lost
ITS-656264,3.69,Solidobalanus,hawaiensis,NA,lost
Fis-31390,3.68,Fistularia,commersonii,Bluespotted cornetfish,lost
W-Bch-209480,3.68,Homola,orientalis,NA,lost
W-Bch-557896,3.68,Cavoportunus,dubius,NA,lost
W-Msc-138996,3.68,Afrocardium,richardi,NA,lost
W-Msc-493075,3.68,Scissurella,mirifica,NA,lost
W-Pol-130053,3.68,Eunice,aphroditois,bobbit worm,lost
W-Scl-289891,3.68,Endopachys,grayi,NA,lost
Fis-26544,3.67,Chilorhinus,platyrhynchus,Flatnose xenocongrid eel,lost
Fis-26672,3.67,Bodianus,perditio,Golden-spot hogfish,lost
Fis-31446,3.67,Chaetodon,tinkeri,Hawaiian butterflyfish,lost
Fis-32387,3.67,Nettastoma,solitarium,Solitary duckbill eel,lost
Fis-35968,3.67,Hoplichthys,citrinus,Lemon ghost flathead,lost
Fis-53596,3.67,Sargocentron,spinosissimum,North Pacific squirrelfish,lost
ITS-659927,3.67,Alpheus,paralcyone,NA,lost
ITS-682564,3.67,Lysiosquillina,maculata,common banded mantis shrimp,lost
SLB-159304,3.67,Holothuria,pardalis,NA,lost
W-Bch-442279,3.67,Garthambrus,stellatus,NA,lost
W-Msc-208495,3.67,Chama,limbula,jewel box,lost
W-Msc-215258,3.67,Acar,plicata,NA,lost
W-Pol-129914,3.67,Chaetopterus,variopedatus,fairy tubeworm,lost
W-Pol-130041,3.67,Protodorvillea,kefersteini,NA,lost
W-Pyc-239816,3.67,Pigrogromitus,timsanus,NA,lost
Fis-23064,3.66,Carcharhinus,obscurus,Dusky shark,lost
Fis-53240,3.66,Malthopsis,mitrigera,Twospine batfish,lost
ITS-552002,3.66,Solenocera,comata,NA,lost
SLB-130790,3.66,Alpheus,frontalis,NA,lost
W-Bch-210305,3.66,Quadrella,maculosa,trapeziid crab,lost
W-Hyd-135470,3.66,Rosacea,cymbiformis,NA,lost
W-Msc-221064,3.66,Melibe,pilosa,hairy melibe,lost
W-Msc-420234,3.66,Terebra,concava,concave auger,lost
SLB-72771,3.65,Philine,alba,white philine,lost
W-Bch-444245,3.65,Demania,mortenseni,NA,lost
W-Cha-105441,3.65,Parasagitta,friderici,NA,lost
Fis-163919,3.64,Malthopsis,gigas,Giant triangular batfish,lost
W-Oph-212334,3.64,Ophiactis,modesta,NA,lost
Fis-26675,3.63,Minyichthys,brachyrhinus,NA,lost
Fis-31876,3.63,Ostracion,cubicus,Yellow boxfish,lost
ITS-551657,3.63,Pelagopenaeus,balboae,NA,lost
W-Bch-1250203,3.63,Gonioinfradens,paucidentatus,NA,lost
W-Msc-493182,3.63,Sukashitrochus,morleti,NA,lost
W-Msc-506174,3.62,Septifer,rudis,NA,lost
Fis-29731,3.61,Beryx,decadactylus,Alfonsino,lost
Fis-51866,3.61,Opua,nephodes,Cloudy goby,lost
ITS-660012,3.61,Aegaeon,rathbuni,NA,lost
SLB-158179,3.61,Cuapetes,tenuipes,red claw cuapetes shrimp,lost
Fis-132037,3.6,Melamphaes,janae,NA,lost
Fis-25818,3.6,Priacanthus,hamrur,Moontail bullseye,lost
W-Msc-216682,3.6,Cerithium,dialeucum,NA,lost
Fis-31534,3.59,Cheilodipterus,artus,Wolf cardinalfish,lost
SLB-93187,3.59,Cypraea,carneola,Carnelian cowrie,lost
W-Msc-381527,3.59,Microfragum,subfestivum,NA,lost
Fis-144214,3.58,Symphurus,undatus,NA,lost
Fis-26183,3.58,Chromis,analis,Yellow chromis,lost
Fis-35216,3.58,Luciobrotula,bartschi,NA,lost
WBD-Eup-97,3.58,Thysanopoda,orientalis,NA,lost
W-Scy-135294,3.5700000000000003,Periphylla,periphylla,merchant-cap,lost
SLB-190293,3.57,Nematopagurus,alcocki,NA,lost
Fis-35406,3.56,Synodus,doaki,Arrowtooth lizardfish,lost
Fis-55015,3.56,Draconetta,xenica,Highfin slope dragonet,lost
SLB-190370,3.56,Paragiopagurus,oxychelos,NA,lost
W-Ase-368134,3.56,Luidia,magnifica,magnificent star,lost
W-Msc-215730,3.56,Nassarius,crematus,burned nassa,lost
W-Msc-217066,3.56,Prodotia,iostoma,NA,lost
Fis-26249,3.55,Canthigaster,rivulata,Brown-lined puffer,lost
Fis-47009,3.55,Onigocia,pedimacula,Broadband flathead,lost
ITS-612315,3.55,Palaemonella,rotumana,NA,lost
ITS-682546,3.55,Gonodactylaceus,falcatus,NA,lost
W-Bch-208854,3.55,Thalamita,danae,NA,lost
W-Bch-209501,3.55,Calappa,hepatica,reef box crab,lost
W-Bry-111697,3.55,Crisia,elongata,NA,lost
Fis-13931,3.54,Gymnothorax,pictus,Paintspotted moray,lost
SLB-69075,3.54,Lithophaga,aristata,scissor datemussel,lost
W-Msc-215487,3.54,Conus,moluccensis,molucca cone,lost
Fis-151399,3.5300000000000002,Paraconger,similis,Shorttail conger,lost
WBD-Eup-65,3.5300000000000002,Stylocheiron,affine,NA,lost
W-Msc-413684,3.52,Vexillum,aureolineatum,NA,lost
Fis-22977,3.51,Alectis,ciliaris,African pompano,lost
Fis-29763,3.51,Carangoides,plagiotaenia,Barcheek trevally,lost
W-Bch-441885,3.51,Cyrtomaia,lamellata,NA,lost
W-Oct-128512,3.49,Kophobelemnon,stelliferum,NA,lost
Fis-25932,3.48,Parupeneus,barberinoides,Bicolor goatfish,lost
ITS-95704,3.48,Metapenaeopsis,hilarula,minstrel shrimp,lost
SLB-125715,3.48,Plesionika,semilaevis,NA,lost
SLB-169531,3.48,Comanthus,wahlbergii,NA,lost
Fis-133923,3.46,Canthigaster,inframacula,NA,lost
Fis-56596,3.46,Zalanthias,kelloggi,NA,lost
W-Asc-103830,3.46,Herdmania,momus,Herdman's sea squirt,lost
W-Bch-421950,3.46,Metoporhaphis,calcarata,false arrow crab,lost
W-Msc-585885,3.46,Psilaxis,radiatus,yellow sundial,lost
SLB-61925,3.45,Caryophyllia,atlantica,NA,lost
W-Asc-250843,3.45,Microcosmus,curvus,NA,lost
W-Pol-130058,3.45,Eunice,norvegica,NA,lost
Fis-24518,3.44,Cookeolus,japonicus,Longfinned bullseye,lost
ITS-660150,3.44,Hippa,pacifica,Pacific mole crab,lost
SLB-99037,3.44,Gonodactylaceus,ternatensis,NA,lost
W-Bra-235437,3.44,Thecidellina,maxilla,NA,lost
SLB-159345,3.4299999999999997,Neopetrosia,exigua,NA,lost
W-Bch-209115,3.42,Etisus,laevimanus,smooth spooner,lost
W-Msc-342054,3.42,Scaeurgus,patagiatus,NA,lost
W-Pol-131164,3.42,Prionospio,steenstrupi,NA,lost
W-Pol-157521,3.42,Paranaitis,polynoides,NA,lost
Fis-23192,3.41,Naucrates,ductor,Pilotfish,lost
Fis-32590,3.41,Sphyraena,qenie,Blackfin barracuda,lost
SLB-98106,3.41,Pinctada,radiata,rayed pearl oyster,lost
W-Ech-513223,3.41,Diadema,mexicanum,NA,lost
W-Msc-215410,3.4,Parvamussium,cristatellum,NA,lost
ITS-551642,3.39,Metapenaeopsis,velutina,NA,lost
W-Asc-253135,3.39,Leptoclinides,madara,zebra colonial tunicate,lost
ITS-97071,3.38,Heterocarpus,dorsalis,Madagascar nylon shrimp,lost
Fis-143499,3.37,Gymnothorax,ypsilon,Y-bar moray,lost
SLB-101344,3.37,Taku,spinosocarinatus,NA,lost
W-Por-164750,3.37,Leucetta,chagosensis,lemon sponge,lost
Fis-22182,3.36,Echeneis,naucrates,Live sharksucker,lost
W-Msc-139185,3.35,Cliopsis,krohnii,sea cherub,lost
ITS-660175,3.34,Dardanus,pedunculatus,anemone hermit crab,lost
Fis-27881,3.33,Metavelifer,multiradiatus,Spinyfin velifer,lost
SLB-99049,3.33,Gonodactylellus,affinis,NA,lost
ITS-659924,3.3200000000000003,Alpheus,oahuensis,NA,lost
WBD-Eup-95,3.32,Thysanopoda,monacantha,NA,lost
Fis-31550,3.31,Scorpaenopsis,macrochir,Flasher scorpionfish,lost
W-Hyd-117862,3.3,Persa,incolorata,NA,lost
Fis-154401,3.27,Parapercis,australis,NA,lost
Fis-25150,3.27,Dactyloptena,orientalis,Oriental flying gurnard,lost
Fis-26666,3.27,Festucalex,erythraeus,NA,lost
W-Ase-212298,3.27,Culcita,novaeguineae,cushion star,lost
Fis-29732,3.25,Beryx,splendens,Splendid alfonsino,lost
Fis-30810,3.25,Etropus,crossotus,Fringed flounder,lost
W-Msc-590537,3.25,Mitra,mitra,episcopal miter,lost
Fis-28563,3.23,Aetobatus,ocellatus,Ocellated eagle ray,lost
W-Bch-208764,3.22,Lissocarcinus,laevis,swimmer crab,lost
Fis-21582,3.2,Thysanophrys,chiltonae,Longsnout flathead,lost
Fis-63874,3.19,Trimma,benjamini,Ring-eye pygmygoby,lost
SLB-189565,3.18,Axiopsis,pica,lobster shrimp,lost
Fis-27941,3.1799999999999997,Einara,edentula,Toothless smooth-head,lost
Fis-51867,3.17,Paragobiodon,lacunicolus,Blackfin coral goby,lost
Fis-31420,3.15,Scarus,ghobban,Blue-barred parrotfish,lost
W-Msc-216457,3.14,Ervilia,bisculpta,NA,lost
Fis-29454,3.1100000000000003,Mugil,cephalus,Flathead grey mullet,lost
W-Scy-135306,3.1,Aurelia,aurita,moon jelly,lost
Fis-23060,3.09,Carcharhinus,limbatus,Blacktip shark,lost
W-Msc-393116,3.08,Laevichlamys,squamosa,squamose scallop,lost
Fis-54508,3.07,Plectrogenium,nanum,NA,lost
Fis-133353,3.05,Bregmaceros,bathymaster,Codlet,lost
W-Ant-103309,3.05,Antipathes,dichotoma,NA,lost
SLB-63775,3.0300000000000002,Cuspidella,humilis,NA,lost
Fis-133336,2.99,Simenchelys,parasitica,Snubnosed eel,lost
SLB-119636,2.99,Munidopsis,lauensis,NA,lost
SLB-166541,2.99,Heterocarpus,parvispina,NA,lost
Fis-32329,2.97,Argyripnus,ephippiatus,Gilbert & Cramer's bristle-mouth fish,lost
SLB-113115,2.9699999999999998,Agononida,aequabilis,NA,lost
W-Oct-173577,2.94,Umbellula,magniflora,NA,lost
Fis-127588,2.92,Scopelengys,clarkei,NA,lost
W-Bch-443862,2.92,Tetraloides,heterodactylus,NA,lost
WBD-Eup-53,2.92,Nematoscelis,gracilis,NA,lost
Fis-27688,2.91,Gymnothorax,kidako,Kidako moray,lost
Fis-27829,2.91,Ophidion,muraenolepis,Blackedge cusk,lost
Fis-51481,2.91,Symphurus,marmoratus,NA,lost
Fis-53352,2.91,Pyramodon,ventralis,Pallid pearlfish,lost
ITS-656282,2.91,Temnaspis,fissum,NA,lost
ITS-682581,2.91,Heterosquilloides,insignis,NA,lost
ITS-682587,2.91,Busquilla,quadraticauda,NA,lost
SLB-156167,2.91,Trilasmis,eburnea,NA,lost
W-Bch-440209,2.91,Paromola,japonica,Japanese deepwater carrier crab,lost
W-Bch-440319,2.91,Cycloes,marisrubri,wingless box crab,lost
W-Hex-283678,2.91,Telmatactis,decora,NA,lost
W-Msc-534076,2.91,Embletonia,gracilis,graceful aeolid,lost
W-Por-132172,2.91,Aphroceras,ensata,NA,lost
SLB-88269,2.89,Sipunculus,phalloides,NA,lost
W-Hex-288925,2.89,Boloceroides,mcmurrichi,Mcmurrich's anemone,lost
ITS-552060,2.86,Sergia,regalis,NA,lost
Fis-113290,2.85,Serranus,socorroensis,Socorro serrano,lost
Fis-128108,2.85,Schindleria,pietschmanni,NA,lost
Fis-30229,2.85,Lethrinus,erythracanthus,Orange-spotted emperor,lost
Fis-32495,2.84,Symphurus,strictus,Blackbelly tonguesole,lost
Fis-33828,2.84,Nettastoma,parviceps,Duck-billed eel,lost
Fis-113842,2.83,Lythrypnus,insularis,Distant goby,lost
W-Bch-209008,2.82,Paramedaeus,simplex,NA,lost
W-Msc-594170,2.82,Synaptocochlea,concinna,NA,lost
Fis-113320,2.8,Axoclinus,multicinctus,Multibarred triplefin,lost
Fis-31897,2.8,Nemateleotris,decora,Elegant firefish,lost
SLB-9987,2.8,Dynomene,praedator,NA,lost
Fis-152016,2.79,Oneirodes,pietschi,NA,lost
Fis-26192,2.79,Pseudanthias,pleurotaenia,Square-spot fairy basslet,lost
Fis-26628,2.78,Antigonia,rubescens,Indo-Pacific boarfish,lost
SLB-190294,2.78,Nematopagurus,richeri,NA,lost
SLB-190502,2.78,Solitariopagurus,tuerkayi,NA,lost
W-Bch-207551,2.78,Varuna,litterata,peregrine crab,lost
W-Bch-208783,2.78,Lupocyclus,philippinensis,NA,lost
W-Bch-210309,2.78,Quadrella,coronata,gorgonian crab,lost
WBD-Eup-19,2.78,Euphausia,diomedeae,NA,lost
Fis-32592,2.77,Synodus,jaculum,Lighthouse lizardfish,lost
W-Cum-157834,2.77,Oxyurostylis,smithi,sharp-tailed cumacean,lost
W-Msc-388696,2.77,Aegires,exeches,NA,lost
W-Pol-131573,2.77,Terebellides,stroemii,Stroem's trichobranchid worm,lost
W-Por-164988,2.76,Lamellodysidea,herbacea,NA,lost
Fis-151763,2.75,Fusigobius,inframaculatus,Innerspotted sandgoby,lost
Fis-163998,2.75,Antennarius,commerson,Commerson's frogfish,lost
Fis-25915,2.75,Cosmocampus,banneri,Roughridge pipefish,lost
Fis-9972,2.75,Ecsenius,midas,Persian blenny,lost
ITS-1071,2.75,Symploca,hydnoides,marine sludge-weed,lost
ITS-660170,2.75,Dardanus,deformis,pale anemone hermit,lost
SLB-114098,2.75,Actaeodes,tomentosus,NA,lost
SLB-12277,2.75,Thalamita,integra,NA,lost
SLB-136337,2.75,Hypnea,pannosa,Tattered sea moss,lost
SLB-189905,2.75,Holothuria,fuscorubra,NA,lost
SLB-65877,2.75,Heterocentrotus,mammillatus,red pencil urchin,lost
SLB-88370,2.75,Holothuria,leucospilota,white threads fish,lost
SLB-93652,2.75,Hydatina,amplustre,pink bubble,lost
W-Amp-158020,2.75,Ampelisca,abdita,NA,lost
W-Bch-208863,2.75,Thalamita,cooperi,NA,lost
W-Bch-208971,2.75,Cymo,andreossyi,hairy coral crab,lost
W-Bch-208992,2.75,Liomera,tristis,NA,lost
W-Bch-209048,2.75,Psaumis,cavipes,NA,lost
W-Bch-209093,2.75,Xanthias,punctatus,NA,lost
W-Bch-209112,2.75,Etisus,demani,NA,lost
W-Bch-395028,2.75,Plagusia,squamosa,tuberculated light-foot crab,lost
W-Hyd-135484,2.75,Agalma,elegans,NA,lost
W-Hyd-210730,2.75,Millepora,platyphylla,Wello fire coral,lost
W-Msc-207895,2.75,Pinna,muricata,prickly pen shell,lost
W-Msc-208435,2.75,Lithophaga,teres,Cylinder date mussel,lost
W-Msc-208648,2.75,Purpura,persica,Persian purpura,lost
W-Msc-215120,2.75,Rhinoclavis,aspera,rough vertagus,lost
W-Msc-217025,2.75,Malea,pomum,grinning tun,lost
W-Pol-157541,2.75,Polyodontes,lupinus,NA,lost
W-Pol-157568,2.75,Sigambra,bassi,NA,lost
W-Pol-333617,2.75,Heteralentia,ptycholepis,NA,lost
W-Scl-207418,2.75,Echinopora,gemmacea,NA,lost
Fis-53412,2.74,Echidna,delicatula,Mottled moray,lost
SLB-3428,2.74,Typosyllis,hyalina,NA,lost
SLB-4736,2.74,Scoloplos,acmeceps,NA,lost
W-Bch-440253,2.74,Aethra,edentata,flat elbow crab,lost
W-Hol-208947,2.74,Actinopyga,echinites,deep-water redfish,lost
W-Msc-208024,2.74,Pyrene,flava,yellow dove shell,lost
W-Msc-215495,2.74,Conus,bullatus,bubble cone,lost
W-Msc-216465,2.74,Martesia,striata,striate martesia,lost
W-Msc-216894,2.74,Talparia,talpa,mole cowrie,lost
W-Pol-157487,2.74,Mesochaetopterus,taylori,NA,lost
W-Pol-157569,2.74,Sigambra,wassi,NA,lost
W-Msc-140491,2.7399999999999998,Nassarius,arcularia,cake nassa,lost
Fis-165595,2.73,Cetoscarus,ocellatus,Spotted parrotfish,lost
