SpeciesID,SpecCode,Genus,Species,FBname,OccurCells,Kingdom,Phylum,Class,Order,Family
Fis-138073,56335,Ophidion,lozanoi,,5,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138074,56336,Ophidion,exul,Exile cusk eel,3,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138083,56344,Dicrolene,nigricaudis,,4,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138089,56347,Holcomycteronus,pterotus,,4,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138091,56348,Leucicorus,atlanticus,,4,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138093,56350,Luciobrotula,nolfi,,9,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138096,56354,Neobythites,crosnieri,,5,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138098,56357,Neobythites,kenyaensis,,9,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138115,56372,Neobythites,meteori,,5,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138116,56373,Neobythites,natalensis,,4,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138119,56376,Porogadus,melanocephalus,,3,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138121,56377,Porogadus,atripectus,,4,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138122,56378,Porogadus,longiceps,,4,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-138128,56383,Bythites,fuscus,Arctic brotula,3,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-138133,56384,Bythites,gerdae,,5,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-161008,56385,Thermichthys,hollisi,,3,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-169647,56396,Parasaccogaster,normae,,4,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-138157,56399,Saccogaster,staigeri,,7,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-138172,56411,Barathronus,diaphanus,,5,Animalia,Chordata,Actinopterygii,Ophidiiformes,Aphyonidae
Fis-138174,56413,Barathronus,pacificus,,3,Animalia,Chordata,Actinopterygii,Ophidiiformes,Aphyonidae
Fis-138178,56417,Sciadonus,jonassoni,,3,Animalia,Chordata,Actinopterygii,Ophidiiformes,Aphyonidae
Fis-138189,56426,Pseudonus,acutus,,5,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-138284,56464,Hetereleotris,bipunctata,,4,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138288,56466,Obliquogobius,turkayi,,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138298,56473,Parapercis,simulata,,3,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae
Fis-138307,56486,Chlidichthys,auratus,Golden dottyback,7,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-138308,56487,Chlidichthys,rubiceps,,4,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-138309,56488,Scorpaenodes,steinitzi,,3,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
Fis-138312,56490,Cocotropus,steinitzi,Steinitz' velvetfish,5,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae
Fis-138314,56493,Uranoscopus,dahlakensis,,3,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae
Fis-138316,56495,Uranoscopus,marisrubri,,3,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae
Fis-138319,56498,Callionymus,oxycephalus,Red Sea spiny dragonet,3,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-138329,56505,Lythrypnus,mowbrayi,,8,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138331,56506,Akko,dionaea,,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138332,56507,Enneapterygius,destai,,5,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae
Fis-138334,56509,Astronesthes,illuminatus,,7,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-138335,56510,Astronesthes,galapagensis,,4,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-138338,56513,Uranoscopus,crassiceps,,9,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae
Fis-138344,56517,Lepidotrigla,pectoralis,,3,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae
Fis-138348,56520,Lepidotrigla,oglina,,6,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae
Fis-138398,56547,Pogonophryne,orangiensis,Orangebeard plunderfish,6,Animalia,Chordata,Actinopterygii,Perciformes,Artedidraconidae
Fis-138399,56548,Gymnelus,andersoni,,3,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-138418,56559,Eustomias,interruptus,,4,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-138425,56561,Eustomias,lanceolatus,,4,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-138426,56562,Eustomias,pinnatus,,4,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-162865,56574,Iniistius,trivittatus,,3,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-138459,56586,Bathytroctes,macrognathus,,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-138470,56591,Bathytroctes,zugmayeri,Zugmayer's slickhead,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-138523,56636,Cirrhilabrus,adornatus,Red-fin fairy wrasse,3,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-138653,56713,Monognathus,boehlkei,,4,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Monognathidae
Fis-138666,56717,Monognathus,bertini,,3,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Monognathidae
Fis-138681,56723,Monognathus,rosenblatti,,8,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Monognathidae
Fis-138685,56726,Monognathus,isaacsi,,3,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Monognathidae
Fis-138686,56728,Pachycara,thermophilum,,3,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-138700,56737,Plectranthias,lasti,Trawl perchlet,3,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-138701,56738,Plectranthias,robertsi,Filamentous perchlet,7,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-138726,56748,Psilotris,boehlkei,,4,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138728,56749,Psilotris,kaufmani,,8,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138770,56771,Parabrotula,tanseimaru,,4,Animalia,Chordata,Actinopterygii,Ophidiiformes,Parabrotulidae
Fis-138772,56773,Leucobrotula,adipata,,3,Animalia,Chordata,Actinopterygii,Ophidiiformes,Parabrotulidae
Fis-138776,56776,Callionymus,platycephalus,Flathead dragonet,3,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-138779,56779,Synchiropus,springeri,Springer's dragonet,8,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-138798,56789,Halichoeres,pallidus,Pale wrasse,8,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-138822,56816,Cryptocentrus,cyanotaenia,Lagoon shrimpgoby,4,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138826,56824,Samariscus,desoutterae,,5,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Samaridae
Fis-138830,56828,Anthias,asperilinguis,,4,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-138848,56838,Pleurosicya,carolinensis,Caroline Islands ghost goby,9,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138852,56840,Rypticus,courtenayi,Socorran soapfish,8,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-138854,56843,Alectrias,mutsuensis,Maned cockscomb,4,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae
Fis-138856,56847,Priolepis,limbatosquamis,Rimmed-scaled goby,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-138874,56850,Leptostichaeus,pumilus,Neck banded blenny,4,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae
Fis-138937,56862,Xenoconger,fryeri,Fryer's false moray,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Chlopsidae
Fis-138971,56868,Lophiodes,bruchius,,7,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae
Fis-139258,56997,Echinomacrurus,mollis,,6,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-139317,57067,Ataxolepis,henactis,,4,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae
Fis-139501,57249,Linophryne,maderensis,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Linophrynidae
Fis-139502,57251,Linophryne,polypogon,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Linophrynidae
Fis-139503,57252,Linophryne,sexfilis,,5,Animalia,Chordata,Actinopterygii,Lophiiformes,Linophrynidae
Fis-171620,57256,Symphodus,caeruleus,,4,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-139562,57287,Himantolophus,compressus,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Himantolophidae
Fis-139566,57291,Symphurus,insularis,,5,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae
Fis-139596,57307,Typhlonus,nasus,,6,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-139620,57321,Nansenia,longicauda,,5,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomatidae
Fis-139680,57343,Oneirodes,clarkei,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-139681,57344,Oneirodes,macronema,,7,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-172402,57398,Maculabatis,pastinacoides,Round whip ray,5,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
Fis-172382,57399,Pateobatis,uarnacoides,Whitenose whip ray,9,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
Fis-140325,57467,Ammodytoides,pylei,Pyle's sand lance,7,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae
Fis-140413,57479,Micrognathus,erugatus,,7,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
Fis-140478,57485,Hetereleotris,kenyae,,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-140479,57486,Hetereleotris,vinsoni,Vinson's goby,8,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-140520,57491,Callionymus,aagilis,Slow dragonet,4,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-140522,57494,Pseudojuloides,kaleidos,Kaleidos wrasse,4,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-140707,57565,Paramonacanthus,arabicus,Gulf filefish,6,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae
Fis-140711,57566,Paramonacanthus,tricuspis,Estuary filefish,8,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae
Fis-140752,57588,Tomiyamichthys,alleni,Allen's shrimpgoby,5,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-140760,57599,Eustomias,borealis,,6,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-140914,57687,Hapalogenys,merguiensis,Mergui velvetchin,6,Animalia,Chordata,Actinopterygii,Perciformes,Hapalogenyidae
Fis-172358,57696,Hypanus,marianae,Brazilian large-eyed stingray,6,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
Fis-141086,57793,Gobius,kolombatovici,,7,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-159513,57794,Coelorinchus,gaesorhynchus,Javelin whiptail,4,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-141089,57796,Haemulon,squamipinna,,5,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae
Fis-141090,57797,Amblyeleotris,melanocephala,Blackhead shrimpgoby,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-161847,57812,Meganthias,kingyo,,3,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-141217,57837,Myroconger,prolixus,,3,Animalia,Chordata,Actinopterygii,Anguilliformes,Myrocongridae
Fis-141241,57849,Myroconger,nigrodentatus,Orange eel,8,Animalia,Chordata,Actinopterygii,Anguilliformes,Myrocongridae
Fis-141265,57858,Gymnothorax,nuttingi,,3,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-141266,57859,Gymnothorax,polyspondylus,,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-141267,57860,Gymnothorax,prismodon,,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-141283,57861,Scophthalmus,maeoticus,Black Sea brill,8,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae
Fis-159523,57888,Coelorinchus,mayiae,False silver whiptail,4,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-159544,57891,Coelorinchus,thurla,Thurla whiptail,6,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-141398,57897,Ogilbyina,salvati,,8,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-141403,57898,Pseudochromis,moorei,Jaguar dottyback,8,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-141405,57900,Sonoda,megalophthalma,,8,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae
Fis-171827,57911,Paedovaricus,imswe,Whiteband goby,7,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-141445,57912,Chriolepis,benthonis,Deepwater goby,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-141466,57925,Emblemariopsis,pricei,Seafan blenny,9,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae
Fis-141477,57933,Catathyridium,garmani,,6,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae
Fis-141483,57937,Parrella,macropteryx,,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-141484,57938,Pariah,scotius,Peppered goby,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-141499,57946,Nezumia,merretti,Merret's whiptail,8,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-141528,57957,Schedophilus,haedrichi,Mocosa ruff,6,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae
Fis-150435,57965,Parasphyraenops,incisus,,9,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-141547,57966,Boehlkenchelys,longidentata,Long-toothed false moray,9,Animalia,Chordata,Actinopterygii,Anguilliformes,Chlopsidae
Fis-141551,57970,Neomerinthe,bauchotae,,7,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
Fis-165215,57980,Jaydia,photogaster,Silverbelly cardinalfish,3,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-141738,58053,Acanthoplesiops,echinatus,Hiatt's longfin,5,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae
Fis-163613,58154,Apogonichthyoides,gardineri,,5,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-167270,58155,Lepidamia,kalosoma,Pinstripe cardinalfish,5,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-168752,58158,Taeniamia,bilineata,,3,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-142105,58160,Callionymus,caeruleonotatus,Bluespotted dragonet,5,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-142115,58165,Choerodon,margaritiferus,Pearly tuskfish,6,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-142116,58166,Choridactylus,striatus,,5,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Synanceiidae
Fis-142119,58169,Crystallodytes,cookei,Cooke's sandburrower,7,Animalia,Chordata,Actinopterygii,Perciformes,Creediidae
Fis-161168,58176,Tomiyamichthys,fourmanoiri,,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-142137,58178,Halichoeres,chlorocephalus,Greenhead wrasse,4,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-142162,58180,Halichoeres,pardaleocephalus,Lineblotch wrasse,7,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-142171,58182,Odontanthias,elizabethae,,6,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-142173,58183,Odontanthias,fuscipinnis,Hawaiian deep anthias,8,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-142239,58217,Eviota,susanae,Susan's dwarfgoby,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-142241,58219,Pogonophryne,cerebropogon,Brainbeard plunderfish,3,Animalia,Chordata,Actinopterygii,Perciformes,Artedidraconidae
Fis-142344,58249,Apristurus,albisoma,,9,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-142346,58251,Apristurus,pinguis,,6,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-142434,58265,Chrionema,pallidum,,4,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae
Fis-142442,58270,Trimmatom,offucius,,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-142484,58280,Protammodytes,brachistos,,7,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae
Fis-142487,58282,Oneirodes,alius,,6,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-142488,58283,Bleekeria,kallolepis,,5,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae
Fis-142491,58286,Ammodytoides,vagus,,6,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae
Fis-142493,58287,Ammodytoides,kimurai,,3,Animalia,Chordata,Actinopterygii,Perciformes,Ammodytidae
Fis-142495,58288,Ambophthalmos,magnicirrus,,6,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae
Fis-142508,58290,Pseudochromis,punctatus,Blackback dottyback,7,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-142509,58291,Dysomma,longirostrum,,3,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae
Fis-142523,58294,Dysomma,bucephalus,,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae
Fis-142532,58298,Dysomma,polycatodon,,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae
Fis-150149,58301,Thermobiotes,mytilogeiton,,5,Animalia,Chordata,Actinopterygii,Anguilliformes,Synaphobranchidae
Fis-142626,58320,Oneirodes,micronema,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-142711,58336,Gazza,squamiventralis,Scaled belly toothpony,6,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae
Fis-142748,58347,Naso,reticulatus,Reticulate unicornfish,6,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Fis-142754,58349,Gonorynchus,moseleyi,Beaked sandfish,4,Animalia,Chordata,Actinopterygii,Gonorynchiformes,Gonorynchidae
Fis-142820,58366,Physiculus,grinnelli,,5,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae
Fis-143093,58416,Microdesmus,luscus,Blind wormfish,6,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae
Fis-143286,58509,Synodus,randalli,,5,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae
Fis-143312,58525,Acromycter,alcocki,,6,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143314,58526,Acromycter,atlanticus,,8,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143320,58531,Gnathophis,heterolinea,,5,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143323,58533,Conger,macrocephalus,,5,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143324,58534,Bathycongrus,macrocercus,,3,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143329,58536,Bathycongrus,nasicus,,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143334,58539,Conger,philippinus,,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143335,58540,Promyllantor,purpureus,,8,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143343,58543,Japonoconger,sivicolus,,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143355,58551,Ariosoma,megalops,,6,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143380,58564,Bathycongrus,polyporus,,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143386,58567,Paraliparis,charcoti,,6,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-143407,58577,Echidna,amblyodon,Sulawesi moray,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-143415,58580,Gymnothorax,bacalladoi,Canary moray,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-143417,58582,Polydactylus,mullani,Arabian blackspot threadfin,3,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae
Fis-143432,58585,Stonogobiops,yasha,Orange-striped shrimpgoby,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-143433,58586,Gymnothorax,dorsalis,,8,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-143436,58588,Gymnothorax,formosus,,9,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-143446,58596,Gymnothorax,cephalospilus,Head-spot moray,8,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-143459,58604,Myxine,formosana,,3,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae
Fis-143474,58608,Solocisquama,erythrina,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae
Fis-156902,58619,Trimma,rubromaculatum,Red-spotted pygmygoby,7,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-143520,58628,Myxine,sotoi,,4,Animalia,Chordata,Myxini,Myxiniformes,Myxinidae
Fis-143540,58632,Dibranchus,cracens,,6,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae
Fis-143547,58634,Dibranchus,sparsus,,6,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae
Fis-143562,58638,Dibranchus,discors,,6,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae
Fis-143569,58642,Ariosoma,obud,,5,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143570,58643,Ariosoma,sokotranum,,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143572,58645,Parabathymyrus,karrerae,,6,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143613,58655,Ogcocephalus,porrectus,,6,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae
Fis-143635,58665,Halieutopsis,vermicularis,,9,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae
Fis-143640,58671,Halieutopsis,ingerorum,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae
Fis-143663,58677,Coelophrys,oblonga,,4,Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae
Fis-143684,58687,Anthias,noeli,Rosy Jewelfish,4,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-143694,58692,Chromogobius,britoi,Brito's goby,5,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-143699,58697,Rhynchoconger,squaliceps,,5,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-143711,58703,Hoplunnis,megista,,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae
Fis-143725,58713,Venefica,ocella,,3,Animalia,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae
Fis-143727,58715,Facciolella,karreri,,6,Animalia,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae
Fis-145500,58718,Nettenchelys,exoria,,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae
Fis-143734,58720,Proscyllium,venustum,,7,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Proscylliidae
Fis-143738,58723,Saurenchelys,lateromaculatus,,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Nettastomatidae
Fis-144992,58729,Paraulopus,legandi,,4,Animalia,Chordata,Actinopterygii,Aulopiformes,Paraulopidae
Fis-144996,58730,Paraulopus,maculatus,,6,Animalia,Chordata,Actinopterygii,Aulopiformes,Paraulopidae
Fis-143763,58731,Chlorophthalmus,pectoralis,,3,Animalia,Chordata,Actinopterygii,Aulopiformes,Chlorophthalmidae
Fis-143780,58738,Bathylagichthys,longipinnis,,6,Animalia,Chordata,Actinopterygii,Osmeriformes,Bathylagidae
Fis-143793,58742,Nansenia,ahlstromi,,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomatidae
Fis-143799,58748,Nansenia,megalopa,,7,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomatidae
Fis-143808,58750,Parablennius,dialloi,,5,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae
Fis-143809,58751,Parablennius,sierraensis,,3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae
Fis-143848,58762,Uncisudis,advena,,8,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae
Fis-143850,58763,Stemonosudis,bullisi,,4,Animalia,Chordata,Actinopterygii,Aulopiformes,Paralepididae
Fis-143853,58766,Bathypterois,insularum,,6,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae
Fis-143854,58767,Ipnops,meadi,,7,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae
Fis-143862,58772,Hoplichthys,pectoralis,,3,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hoplichthyidae
Fis-143865,58774,Himantolophus,nigricornis,,4,Animalia,Chordata,Actinopterygii,Lophiiformes,Himantolophidae
Fis-143872,58779,Himantolophus,borealis,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Himantolophidae
Fis-143882,58786,Neophrynichthys,heterospilos,,3,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Psychrolutidae
Fis-143896,58792,Acanthurus,reversus,,8,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae
Fis-143897,58793,Pseudonezumia,pusilla,Tiny whiptail,8,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-143901,58795,Nansenia,pelagica,,7,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomatidae
Fis-143908,58798,Nansenia,indica,,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomatidae
Fis-143912,58802,Bathysauropsis,malayanus,,5,Animalia,Chordata,Actinopterygii,Aulopiformes,Ipnopidae
