SpeciesID,SpecCode,Genus,Species,FBname,OccurCells,Kingdom,Phylum,Class,Order,Family
Fis-143916,58804,Eumicrotremus,fedorovi,,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cyclopteridae
Fis-143917,58805,Paraliparis,albescens,,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-143919,58806,Careproctus,ampliceps,,3,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-143921,58808,Paraliparis,orcadensis,,3,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-143930,58816,Liparis,eos,,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-154884,58828,Paraliparis,liparinus,,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-143966,58835,Prognatholiparis,ptychomandibularis,Wrinkle-jaw snailfish,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-143974,58840,Coelorinchus,brevirostris,,7,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-143975,58841,Sphagemacrurus,decimalis,,4,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-143978,58842,Coelorinchus,divergens,,7,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-143980,58843,Astronesthes,gibbsi,,5,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-143987,58848,Nezumia,investigatoris,,3,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-143989,58849,Coryphaenoides,microstomus,,3,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-143992,58852,Hymenocephalus,nesaeae,,5,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-143993,58853,Coryphaenoides,orthogrammus,,3,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144005,58859,Coelorinchus,spinifer,,3,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144007,58861,Malacocephalus,boretzi,,3,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144011,58863,Malacocephalus,hawaiiensis,Hawaiian softhead grenadier,4,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144013,58864,Coryphaenoides,alateralis,,7,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144020,58869,Poecilopsetta,vaynei,,6,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
Fis-144025,58873,Elassodiscus,obscurus,,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-144042,58881,Ammotretis,macrolepis,,7,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
Fis-159533,58885,Coelorinchus,pardus,Leopard whiptail,8,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144069,58889,Bathygadus,entomelas,,3,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-165879,58892,Spicomacrurus,adelscotti,Celebration whiptail,7,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144081,58893,Radulinopsis,derjavini,,6,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae
Fis-144088,58896,Talismania,brachycephala,,4,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144092,58897,Leptoderma,affinis,Eel slickhead,5,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144100,58901,Alepocephalus,antipodianus,Antipodean slickhead,5,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144102,58902,Ventrifossa,vinolenta,,4,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144103,58903,Alepocephalus,asperifrons,,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144104,58904,Alepocephalus,blanfordii,,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144105,58905,Rouleina,euryops,,6,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144112,58907,Bajacalifornia,erimoensis,,6,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144113,58908,Alepocephalus,fundulus,,5,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144114,58909,Bathylaco,macrophthalmus,,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144115,58910,Aulastomatomorpha,phospherops,Luminous slickhead,4,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144117,58911,Alepocephalus,planifrons,,4,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144118,58912,Microphotolepis,schmidti,,7,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144124,58914,Narcetes,wonderi,,4,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae
Fis-144128,58916,Eupogonesthes,xenicus,Exotic snaggletooth,5,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-144131,58919,Lucigadus,acrolophus,,6,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144144,58928,Pseudonezumia,parvipes,,7,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-159536,58929,Coelorinchus,semaphoreus,Semaphore whiptail,4,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-159538,58931,Coelorinchus,shcherbachevi,False duckbill whiptail,6,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144151,58932,Cetonurichthys,subinflatus,Smallpore whiptail,3,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-144204,58956,Aseraggodes,sinusarabici,,8,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae
Fis-144212,58960,Symphurus,luzonensis,,3,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae
Fis-144213,58961,Symphurus,schultzi,,6,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae
Fis-144214,58962,Symphurus,undatus,,8,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae
Fis-144218,58965,Engyprosopon,hawaiiensis,,6,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae
Fis-144219,58966,Chascanopsetta,kenyaensis,,3,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae
Fis-144224,58969,Arnoglossus,nigrifrons,,9,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae
Fis-144234,58976,Lycenchelys,callista,,7,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144237,58978,Lycenchelys,folletti,,3,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144239,58980,Lycenchelys,lonchoura,,3,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144242,58983,Lycenchelys,pequenoi,,7,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144243,58984,Lycenchelys,peruana,,3,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144252,58986,Neocentropogon,affinis,,7,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae
Fis-144255,58987,Cocotropus,altipinnis,Highfin velvetfish,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae
Fis-144257,58989,Pachycara,nazca,,3,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144258,58990,Lycenchelys,parini,Parin's wolf eelpout,3,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144259,58991,Lycenchelys,remissaria,Shifted wolf eelpout,6,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144268,59000,Labracinus,atrofasciatus,Blackbarred dottyback,3,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-144274,59005,Pseudochromis,fowleri,Philippines dottyback,7,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-144284,59012,Assiculoides,desmonotus,Bondfin dottyback,8,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-144287,59015,Ocosia,ramaraoi,,3,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae
Fis-144288,59016,Ocosia,zaspilota,Polka dot waspfish,7,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae
Fis-144290,59018,Paraplesiops,sinclairi,Western blue devil,6,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae
Fis-144293,59020,Notograptus,gregoryi,Shark Bay eel-blenny,5,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae
Fis-144310,59031,Stalix,versluysi,Versluys' jawfish,3,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae
Fis-144313,59032,Stalix,flavida,,3,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae
Fis-144322,59037,Opistognathus,megalepis,Largesacle jawfish,6,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae
Fis-144329,59042,Citharoides,orbitalis,,8,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Citharidae
Fis-170334,59057,Ostorhinchus,oxina,,4,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-144346,59059,Owstonia,maccullochi,McCulloch's bandfish,7,Animalia,Chordata,Actinopterygii,Perciformes,Cepolidae
Fis-144367,59072,Paraploactis,obbesi,Sulu velvetfish,7,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae
Fis-144369,59073,Erisphex,simplex,,6,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae
Fis-144371,59074,Cocotropus,echinatus,,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae
Fis-144374,59076,Matsubarichthys,inusitatus,Rare velvetfish,6,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae
Fis-144382,59080,Xenaploactis,cautes,Rough velvetfish,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae
Fis-144383,59081,Sthenopus,mollis,,4,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Aploactinidae
Fis-144385,59083,Opistognathus,fenmutis,,5,Animalia,Chordata,Actinopterygii,Perciformes,Opistognathidae
Fis-144420,59091,Leiognathus,parviceps,,7,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae
Fis-144470,59103,Congrhynchus,talabonoides,,4,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-144473,59105,Holtbyrnia,conocephala,,6,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae
Fis-144476,59108,Maulisia,isaacsi,,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae
Fis-144478,59109,Pectinantus,parini,,3,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae
Fis-144481,59111,Searsioides,multispinus,,9,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae
Fis-144485,59112,Diplophos,pacificus,,3,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae
Fis-144487,59113,Araiophos,eastropas,,4,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae
Fis-144489,59115,Thorophos,nexilis,,3,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae
Fis-144500,59121,Sladenia,remiger,Celebes monkfish,5,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophiidae
Fis-144503,59123,Linophryne,bipennata,,4,Animalia,Chordata,Actinopterygii,Lophiiformes,Linophrynidae
Fis-144505,59125,Oneirodes,cristatus,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-144507,59126,Oneirodes,flagellifer,,9,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-144509,59127,Oneirodes,melanocauda,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-144510,59128,Oneirodes,plagionema,,4,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-144513,59130,Oneirodes,schistonema,,3,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-144514,59131,Oneirodes,schmidti,,4,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-144516,59132,Oneirodes,thysanema,,5,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-144517,59133,Tyrannophryne,pugnax,,5,Animalia,Chordata,Actinopterygii,Lophiiformes,Oneirodidae
Fis-144518,59134,Scopelarchoides,climax,,3,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae
Fis-144519,59135,Searsioides,calvala,,4,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae
Fis-144521,59136,Diaphus,dahlgreni,,3,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-144522,59137,Diaphus,dehaveni,,3,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-144523,59138,Diaphus,ehrhorni,,3,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-144525,59139,Diaphus,faustinoi,,3,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-144526,59140,Diaphus,handi,,3,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-144527,59141,Diaphus,umbroculus,,3,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-144528,59142,Diaphus,whitleyi,,7,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-144529,59143,Diaphus,wisneri,,7,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae
Fis-144542,59151,Eustomias,appositus,,3,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-144548,59157,Ostichthys,sandix,Vermilion soldierfish,6,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae
Fis-144574,59169,Acropoma,lecorneti,,7,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae
Fis-144588,59175,Gymnapogon,vanderbilti,Vanderbilt's cardinalfish,3,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-170314,59180,Ostorhinchus,diversus,,3,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-167288,59181,Ostorhinchus,komodoensis,Komodo cardinalfish,4,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-144623,59192,Pseudanthias,hutomoi,Hutomo's anthias,7,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-144631,59196,Acentrophryne,longidens,,6,Animalia,Chordata,Actinopterygii,Lophiiformes,Linophrynidae
Fis-144634,59199,Linophryne,macrodon,,7,Animalia,Chordata,Actinopterygii,Lophiiformes,Linophrynidae
Fis-144642,59206,Scorpaenodes,muciparus,,7,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
Fis-168335,59207,Hipposcorpaena,filamentosus,Filamentous scorpionfish,6,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
Fis-144652,59208,Poecilopsetta,dorsialta,,8,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae
Fis-144654,59210,Beliops,batanensis,Batan longfin,3,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae
Fis-144659,59213,Eustomias,crossotus,,8,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-144661,59215,Eustomias,suluensis,,3,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-144664,59217,Eustomias,cirritus,,5,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-144666,59219,Eustomias,pacificus,,5,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-144668,59221,Melanostomias,pauciradius,Three-ray dragonfish,6,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-144673,59225,Aioliops,megastigma,Bigspot minidartfish,9,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae
Fis-144682,59232,Silhouettea,nuchipunctatus,,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144690,59236,Bathygobius,panayensis,,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-165258,59238,Eugnathogobius,variegatus,,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144697,59239,Cryptocentrus,cebuanus,Cebu shrimpgoby,8,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-162411,59240,Myersina,crocata,Yellow-spotted shrimpgoby,7,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144705,59242,Cryptocentrus,pavoninoides,Peacock shrimpgoby,8,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144715,59247,Gerres,silaceus,Malayan silver-biddy,3,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae
Fis-144724,59254,Pandaka,pusilla,Tiny pygmy-goby,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-165257,59256,Eugnathogobius,illotus,,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144731,59259,Oxyurichthys,uronema,Longtail tentacle goby,4,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-173576,59268,Owstonia,doryptera,,3,Animalia,Chordata,Actinopterygii,Perciformes,Cepolidae
Fis-173602,59270,Owstonia,nigromarginata,,3,Animalia,Chordata,Actinopterygii,Perciformes,Cepolidae
Fis-144772,59279,Callionymus,hildae,Hilde’s darter dragonet,4,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144782,59284,Callionymus,scabriceps,Jolo dragonet,3,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144785,59286,Callionymus,umbrithorax,Philippine darkthroat dragonet,5,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144787,59287,Synchiropus,delandi,Deland’s dragonet,9,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144792,59290,Callionymus,kotthausi,Kotthaus’ deepwater dragonet,3,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144799,59293,Callionymus,mortenseni,Mortensen’s darter dragonet,3,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144800,59294,Callionymus,ochiaii,Japanese lowfin deepwater dragonet,3,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144801,59295,Callionymus,regani,Regan’s deepwater dragonet,5,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144806,59299,Synchiropus,rubrovinctus,Tiny Hawaiian dragonet,4,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144810,59302,Draculo,maugei,Maugé’s dragonet,3,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144812,59303,Centrodraco,otohime,,3,Animalia,Chordata,Actinopterygii,Perciformes,Draconettidae
Fis-144815,59304,Callionymus,melanotopterus,Indonesian flag dragonet,3,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae
Fis-144817,59305,Mentodus,bythios,,5,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae
Fis-144824,59308,Bovichtus,veneris,,3,Animalia,Chordata,Actinopterygii,Perciformes,Bovichtidae
Fis-144826,59309,Bovichtus,diacanthus,,6,Animalia,Chordata,Actinopterygii,Perciformes,Bovichtidae
Fis-144836,59317,Pogonophryne,fusca,Dark toad plunderfish,5,Animalia,Chordata,Actinopterygii,Perciformes,Artedidraconidae
Fis-144837,59318,Pogonophryne,squamibarbata,Scalebeard plunderfish,4,Animalia,Chordata,Actinopterygii,Perciformes,Artedidraconidae
Fis-144845,59324,Priolepis,agrena,Network reefgoby,8,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144846,59325,Priolepis,ailina,,6,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144848,59327,Lepadichthys,springeri,Springer's clingfish,3,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae
Fis-144849,59328,Ebosia,falcata,,8,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
Fis-171816,59330,Carrigobius,amblyrhynchus,Blunt-snout goby,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144854,59331,Amblyeleotris,arcupinna,Arcfin shrimpgoby,8,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144858,59335,Evermannichthys,bicolor,,3,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144874,59343,Myrichthys,pantostigmius,Clarion snake eel,6,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae
Fis-144875,59344,Trimma,griffithsi,Griffiths' pygmygoby,9,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144891,59358,Ophichthus,aphotistos,Dark deepwater snake-eel,3,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae
Fis-144896,59362,Ophichthus,brachynotopterus,,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae
Fis-144920,59380,Gobiosoma,hemigymnum,Half naked goby,5,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144934,59389,Bathygobius,karachiensis,,4,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144937,59390,Yirrkala,misolensis,Misol snake eel,7,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae
Fis-144953,59397,Hetereleotris,nebulofasciata,,7,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144956,59399,Psilogobius,prolatus,Longjaw shrimpgoby,5,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-144958,59400,Scolecenchelys,acutirostris,Sharpnose worm eel,5,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae
Fis-144977,59412,Dactylopsaron,dimorphicum,,3,Animalia,Chordata,Actinopterygii,Perciformes,Percophidae
Fis-144981,59415,Pyrolycus,manusanus,,4,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-144985,59418,Parascyllium,sparsimaculatum,Sparsely spotted carpetshark,3,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Parascylliidae
Fis-145003,59424,Ophiclinops,hutchinsi,Earspot snakeblenny,3,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae
Fis-145011,59428,Cancelloxus,longior,,4,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae
Fis-145012,59429,Pentaceros,quinquespinis,,4,Animalia,Chordata,Actinopterygii,Perciformes,Pentacerotidae
Fis-145020,59434,Creedia,alleni,,6,Animalia,Chordata,Actinopterygii,Perciformes,Creediidae
Fis-145036,59444,Cetomimus,craneae,,3,Animalia,Chordata,Actinopterygii,Cetomimiformes,Cetomimidae
Fis-145041,59450,Cephalopholis,polyspila,,3,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
Fis-170339,59453,Ostorhinchus,relativus,,9,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-170341,59454,Ostorhinchus,sinus,,4,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-145056,59455,Pseudamiops,phasma,,6,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-168750,59462,Taeniamia,ataenia,Barless cardinalfish,6,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-145098,59471,Entomacrodus,williamsi,William's rockskipper,4,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae
Fis-145099,59472,Entomacrodus,lemuria,,6,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae
Fis-145104,59475,Terelabrus,rubrovittatus,White-striped hogfish,9,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
